continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
Asia,Turkey,2021-04-29,84339067,22568172,26.76
Europe,Germany,2021-04-19,83783945,22470350,26.82
Europe,United Kingdom,2021-03-04,67886004,22392883,32.99
Asia,Turkey,2021-04-28,84339067,22132803,26.24
Europe,Germany,2021-04-18,83783945,22072695,26.34
South America,Brazil,2021-04-05,212559409,21960953,10.33
Europe,United Kingdom,2021-03-03,67886004,21946433,32.33
North America,United States,2021-01-24,331002647,21848655,6.60
Europe,Germany,2021-04-17,83783945,21808002,26.03
Asia,Turkey,2021-04-27,84339067,21678461,25.70
Europe,United Kingdom,2021-03-02,67886004,21599027,31.82
Europe,France,2021-04-29,68147687,21518866,31.58
Europe,Germany,2021-04-16,83783945,21447960,25.60
Asia,Turkey,2021-04-26,84339067,21394785,25.37
Europe,United Kingdom,2021-03-01,67886004,21322717,31.41
Asia,Turkey,2021-04-25,84339067,21130963,25.05
Europe,United Kingdom,2021-02-28,67886004,21091267,31.07
South America,Brazil,2021-04-04,212559409,21070128,9.91
Asia,Turkey,2021-04-24,84339067,21068403,24.98
Europe,France,2021-04-28,68147687,20990675,30.80
Asia,India,2021-03-07,1380004385,20989010,1.52
South America,Brazil,2021-04-03,212559409,20956770,9.86
Asia,India,2021-03-06,1380004385,20922344,1.52
Asia,Turkey,2021-04-23,84339067,20887427,24.77
Europe,United Kingdom,2021-02-27,67886004,20885683,30.77
Europe,Germany,2021-04-15,83783945,20856508,24.89
Asia,Turkey,2021-04-22,84339067,20728975,24.58
South America,Brazil,2021-04-02,212559409,20632877,9.71
North America,United States,2021-01-23,331002647,20537990,6.20
Europe,France,2021-04-27,68147687,20523181,30.12
Asia,Turkey,2021-04-21,84339067,20477685,24.28
Europe,United Kingdom,2021-02-26,67886004,20450858,30.13
Asia,Turkey,2021-04-20,84339067,20283227,24.05
Europe,Germany,2021-04-14,83783945,20180513,24.09
Asia,Turkey,2021-04-19,84339067,20075504,23.80
Asia,Indonesia,2021-04-30,273523621,20068537,7.34
Europe,France,2021-04-26,68147687,20064358,29.44
Asia,Turkey,2021-04-18,84339067,19970215,23.68
Europe,Italy,2021-04-30,60461828,19949067,32.99
Asia,Turkey,2021-04-17,84339067,19937359,23.64
Europe,United Kingdom,2021-02-25,67886004,19913592,29.33
Asia,Indonesia,2021-04-29,273523621,19890198,7.27
Europe,Russia,2021-04-30,145934460,19834392,13.59
Asia,Turkey,2021-04-16,84339067,19811774,23.49
Europe,France,2021-04-25,68147687,19696865,28.90
Europe,France,2021-04-24,68147687,19591539,28.75
Asia,Indonesia,2021-04-28,273523621,19561472,7.15
Europe,Russia,2021-04-29,145934460,19523861,13.38
Asia,India,2021-03-05,1380004385,19497704,1.41
Europe,Italy,2021-04-29,60461828,19456407,32.18
Asia,Turkey,2021-04-15,84339067,19445269,23.06
Europe,Germany,2021-04-13,83783945,19407985,23.16
Europe,United Kingdom,2021-02-24,67886004,19392553,28.57
Europe,France,2021-04-23,68147687,19295249,28.31
Asia,Turkey,2021-04-14,84339067,19272675,22.85
Asia,Indonesia,2021-04-27,273523621,19230446,7.03
South America,Brazil,2021-03-31,212559409,19155981,9.01
North America,United States,2021-01-22,331002647,19107959,5.77
Asia,Turkey,2021-04-13,84339067,19062758,22.60
Europe,Russia,2021-04-28,145934460,19043771,13.05
Europe,Italy,2021-04-28,60461828,18941165,31.33
Europe,United Kingdom,2021-02-23,67886004,18911978,27.86
Asia,Indonesia,2021-04-26,273523621,18842883,6.89
Europe,Germany,2021-04-12,83783945,18837835,22.48
Europe,France,2021-04-22,68147687,18831734,27.63
Asia,Turkey,2021-04-12,84339067,18728978,22.21
Asia,Indonesia,2021-04-25,273523621,18570974,6.79
Europe,United Kingdom,2021-02-22,67886004,18558969,27.34
Europe,Russia,2021-04-27,145934460,18557064,12.72
Europe,Italy,2021-04-27,60461828,18540094,30.66
Asia,Turkey,2021-04-11,84339067,18494796,21.93
Asia,Turkey,2021-04-10,84339067,18445354,21.87
Europe,Germany,2021-04-11,83783945,18423058,21.99
Europe,France,2021-04-21,68147687,18366074,26.95
Europe,United Kingdom,2021-02-21,67886004,18348165,27.03
Asia,Indonesia,2021-04-23,273523621,18322578,6.70
Asia,Turkey,2021-04-09,84339067,18320384,21.72
Europe,Russia,2021-04-26,145934460,18315316,12.55
South America,Brazil,2021-03-30,212559409,18222559,8.57
Europe,United Kingdom,2021-02-20,67886004,18197269,26.81
Europe,Italy,2021-04-26,60461828,18173553,30.06
Europe,Germany,2021-04-10,83783945,18163316,21.68
Europe,Russia,2021-04-25,145934460,18152707,12.44
Asia,Turkey,2021-04-08,84339067,18089783,21.45
South America,Brazil,2021-03-29,212559409,18082153,8.51
Europe,Russia,2021-04-24,145934460,18080498,12.39
Asia,India,2021-03-04,1380004385,18005503,1.30
Europe,France,2021-04-20,68147687,17954044,26.35
Asia,Indonesia,2021-04-22,273523621,17920908,6.55
Europe,United Kingdom,2021-02-19,67886004,17852327,26.30
Europe,Italy,2021-04-25,60461828,17832618,29.49
Europe,Germany,2021-04-09,83783945,17795681,21.24
North America,Mexico,2021-04-30,128932753,17718806,13.74
South America,Brazil,2021-03-28,212559409,17706983,8.33
Asia,Turkey,2021-04-07,84339067,17704888,20.99
Asia,Indonesia,2021-04-21,273523621,17644225,6.45
Europe,Italy,2021-04-24,60461828,17567287,29.06
North America,United States,2021-01-21,331002647,17546374,5.30
Europe,France,2021-04-19,68147687,17537253,25.73
Europe,Russia,2021-04-23,145934460,17535826,12.02
South America,Brazil,2021-03-27,212559409,17519083,8.24
Europe,United Kingdom,2021-02-18,67886004,17465127,25.73
Asia,Turkey,2021-04-06,84339067,17367875,20.59
North America,Mexico,2021-04-29,128932753,17357993,13.46
Asia,Indonesia,2021-04-20,273523621,17275001,6.32
Europe,Russia,2021-04-22,145934460,17218313,11.80
Europe,France,2021-04-18,68147687,17201396,25.24
Europe,Italy,2021-04-23,60461828,17186090,28.42
Europe,Germany,2021-04-08,83783945,17173921,20.50
Europe,France,2021-04-17,68147687,17116370,25.12
South America,Brazil,2021-03-26,212559409,17032868,8.01
Asia,Indonesia,2021-04-19,273523621,17024955,6.22
Europe,United Kingdom,2021-02-17,67886004,16996806,25.04
Asia,Turkey,2021-04-05,84339067,16993574,20.15
Europe,France,2021-04-16,68147687,16843097,24.72
Europe,Russia,2021-04-21,145934460,16821267,11.53
Europe,Italy,2021-04-22,60461828,16786855,27.76
Asia,Indonesia,2021-04-17,273523621,16692353,6.10
North America,Mexico,2021-04-27,128932753,16687189,12.94
Asia,Turkey,2021-04-04,84339067,16683067,19.78
Asia,India,2021-03-03,1380004385,16616048,1.20
Asia,Turkey,2021-04-03,84339067,16602919,19.69
Europe,Russia,2021-04-20,145934460,16567842,11.35
South America,Brazil,2021-03-25,212559409,16557071,7.79
North America,United States,2021-01-20,331002647,16525281,4.99
North America,Mexico,2021-04-26,128932753,16501739,12.80
Europe,United Kingdom,2021-02-16,67886004,16499549,24.30
Asia,Indonesia,2021-04-15,273523621,16498726,6.03
Europe,Germany,2021-04-07,83783945,16443246,19.63
North America,Mexico,2021-04-25,128932753,16410034,12.73
Europe,Italy,2021-04-21,60461828,16392772,27.11
Europe,France,2021-04-15,68147687,16369097,24.02
Europe,Spain,2021-04-29,46754783,16364595,35.00
Asia,Turkey,2021-04-02,84339067,16317170,19.35
Europe,Russia,2021-04-19,145934460,16237319,11.13
North America,Mexico,2021-04-24,128932753,16214484,12.58
Europe,Russia,2021-04-18,145934460,16167151,11.08
Asia,Turkey,2021-04-01,84339067,16148683,19.15
Europe,United Kingdom,2021-02-15,67886004,16122272,23.75
Europe,Italy,2021-04-20,60461828,16022460,26.50
Asia,Indonesia,2021-04-14,273523621,16008243,5.85
South America,Brazil,2021-03-24,212559409,15943964,7.50
Europe,France,2021-04-14,68147687,15894466,23.32
North America,Mexico,2021-04-23,128932753,15874809,12.31
